query_id,method,candidate_id,rank,score
EM02,hybrid_rrf,10456-8_chunk_000179,5,0.20000000
EM02,hybrid_rrf,53192-0_chunk_000016,6,0.16666667
EM02,hybrid_rrf,15627-8_chunk_000034,7,0.14285714
EM02,hybrid_rrf,38302-8_chunk_000003,8,0.12500000
EM02,hybrid_rrf,14262-0_chunk_000348,9,0.11111111
EM02,hybrid_rrf,16507-8_chunk_000044,10,0.10000000
EM02,hybrid_rrf,43293-8_chunk_000024,11,0.09090909
EM02,hybrid_rrf,43952-8_chunk_000114,12,0.08333333
EM02,hybrid_rrf,43909-8_chunk_000020,13,0.07692308
EM02,hybrid_rrf,50489-8_chunk_000007,14,0.07142857
EM02,hybrid_rrf,12264-8_chunk_000218,15,0.06666667
EM02,hybrid_rrf,48124-8_chunk_000043,16,0.06250000
EM02,hybrid_rrf,38302-8_chunk_000009,17,0.05882353
EM02,hybrid_rrf,40783-8_chunk_000088,18,0.05555556
EM02,hybrid_rrf,34298-8_chunk_000131,19,0.05263158
EM02,hybrid_rrf,38302-8_chunk_000006,20,0.05000000
EM03,hybrid_rrf,46952-0_chunk_000015,1,1.00000000
EM03,hybrid_rrf,14589-8_chunk_000128,2,0.50000000
EM03,hybrid_rrf,29861-8_chunk_000114,3,0.33333333
EM03,hybrid_rrf,11397-8_chunk_000089,4,0.25000000
EM03,hybrid_rrf,29668-8_chunk_000147,5,0.20000000
EM03,hybrid_rrf,43387-0_chunk_000035,6,0.16666667
EM03,hybrid_rrf,43818-0_chunk_000206,7,0.14285714
EM03,hybrid_rrf,12185-8_chunk_000138,8,0.12500000
EM03,hybrid_rrf,54101-0_chunk_000049,9,0.11111111
EM03,hybrid_rrf,50004-8_chunk_000150,10,0.10000000
EM03,hybrid_rrf,9107-0_chunk_000204,11,0.09090909
EM03,hybrid_rrf,54990-0_chunk_000142,12,0.08333333
EM03,hybrid_rrf,62175-0_chunk_000194,13,0.07692308
EM03,hybrid_rrf,23296-8_chunk_000002,14,0.07142857
EM03,hybrid_rrf,20131-8_chunk_000045,15,0.06666667
EM03,hybrid_rrf,40853-8_chunk_000350,16,0.06250000
EM03,hybrid_rrf,20131-8_chunk_000166,17,0.05882353
EM03,hybrid_rrf,25470-8_chunk_000065,18,0.05555556
EM03,hybrid_rrf,41259-0_chunk_000093,19,0.05263158
EM03,hybrid_rrf,62175-0_chunk_000176,20,0.05000000
EM04,hybrid_rrf,28277-8_chunk_000000,1,1.00000000
EM04,hybrid_rrf,34440-8_chunk_000126,2,0.50000000
EM04,hybrid_rrf,45368-0_chunk_000347,3,0.33333333
EM04,hybrid_rrf,12330-0_chunk_000021,4,0.25000000
EM04,hybrid_rrf,7774-0_chunk_000023,5,0.20000000
EM04,hybrid_rrf,19655-8_chunk_000086,6,0.16666667
EM04,hybrid_rrf,24532-8_chunk_000062,7,0.14285714
EM04,hybrid_rrf,29265-8_chunk_000416,8,0.12500000
EM04,hybrid_rrf,65654-0_chunk_000003,9,0.11111111
EM04,hybrid_rrf,13334-8_chunk_000064,10,0.10000000
EM04,hybrid_rrf,65654-0_chunk_000005,11,0.09090909
EM04,hybrid_rrf,48941-8_chunk_000225,12,0.08333333
EM04,hybrid_rrf,55195-0_chunk_000741,13,0.07692308
EM04,hybrid_rrf,33458-8_chunk_000282,14,0.07142857
EM04,hybrid_rrf,33524-8_chunk_000143,15,0.06666667
EM04,hybrid_rrf,35096-8_chunk_000202,16,0.06250000
EM04,hybrid_rrf,47361-0_chunk_000088,17,0.05882353
EM04,hybrid_rrf,65654-0_chunk_000006,18,0.05555556
EM04,hybrid_rrf,26152-8_chunk_000221,19,0.05263158
EM04,hybrid_rrf,32440-8_chunk_000104,20,0.05000000
EM05,hybrid_rrf,23609-8_chunk_000116,1,1.00000000
EM05,hybrid_rrf,55330-0_chunk_000516,2,0.50000000
EM05,hybrid_rrf,12020-8_chunk_000102,3,0.33333333
EM05,hybrid_rrf,61561-0_chunk_000248,4,0.25000000
EM05,hybrid_rrf,53121-0_chunk_000125,5,0.20000000
EM05,hybrid_rrf,55195-0_chunk_000721,6,0.16666667
EM05,hybrid_rrf,14696-8_chunk_000300,7,0.14285714
EM05,hybrid_rrf,23609-8_chunk_000162,8,0.12500000
EM05,hybrid_rrf,10592-8_chunk_000095,9,0.11111111
EM05,hybrid_rrf,52606-0_chunk_000063,10,0.10000000
EM05,hybrid_rrf,20861-8_chunk_000074,11,0.09090909
EM05,hybrid_rrf,39434-8_chunk_000016,12,0.08333333
EM05,hybrid_rrf,60071-0_chunk_000076,13,0.07692308
EM05,hybrid_rrf,61366-0_chunk_000022,14,0.07142857
EM05,hybrid_rrf,20423-8_chunk_000068,15,0.06666667
EM05,hybrid_rrf,53121-0_chunk_000141,16,0.06250000
EM05,hybrid_rrf,2665-0_chunk_000160,17,0.05882353
EM05,hybrid_rrf,60071-0_chunk_000029,18,0.05555556
EM05,hybrid_rrf,18980-8_chunk_000011,19,0.05263158
EM05,hybrid_rrf,61184-0_chunk_000220,20,0.05000000
EM06,hybrid_rrf,30326-8_chunk_000109,1,1.00000000
EM06,hybrid_rrf,30061-8_chunk_000035,2,0.50000000
EM06,hybrid_rrf,59553-8_chunk_000595,3,0.33333333
